,Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,PE_1,PE_2,PE_3,LP_1,LP_2,LP_3,Nov_1,Nov_2,Nov_3
0,1,1.0,0.0,0.0,1.0,2.0,6.040763400000287,-88.0,20.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0
1,2,1.0,1.0,0.0,0.0,2.0,2.84930870000062,-29.5,9.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
2,3,1.0,0.0,0.0,1.0,2.0,1.4092019999998229,42.5,8.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,101.0,101.0
3,4,1.0,0.0,0.0,1.0,2.0,1.1170265999999174,-79.0,9.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,102.0
4,5,1.0,0.0,1.0,0.0,2.0,2.3334814999998343,-11.5,10.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0
5,6,1.0,0.0,0.0,1.0,2.0,4.808187100000396,47.0,10.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,104.0,104.0
6,7,1.0,1.0,1.0,1.0,2.0,1.5504608999999618,-38.5,0.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0,105.0
7,8,1.0,0.0,0.0,1.0,2.0,1.8174685000003592,29.0,0.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,106.0
8,9,1.0,1.0,1.0,1.0,2.0,1.517394299999978,-83.5,15.0,0.38,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0
9,10,1.0,1.0,1.0,1.0,2.0,1.0998547999997754,-11.5,7.0,0.38,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0
10,11,1.0,1.0,1.0,1.0,2.0,1.0499786000000313,24.5,12.0,0.38,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0
11,12,1.0,1.0,0.0,0.0,2.0,3.5173648999998477,69.5,12.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0
12,13,2.0,1.0,0.0,0.0,4.0,4.315713099999812,60.5,0.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0
13,14,2.0,1.0,0.0,0.0,4.0,1.933814899999561,65.0,12.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,0.0,0.0,-1.0,0.0,2.0,0.0,112.0
14,15,3.0,7.0,4.0,0.0,8.0,4.19963209999969,-11.5,3.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,-1.0,0.0,3.0,1.0,0.0
15,16,1.0,1.0,0.0,0.0,2.0,4.4595390000004045,-16.0,24.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,-1.0,0.0,0.0,2.0,1.0
16,17,1.0,1.0,0.0,0.0,2.0,3.8423537000007855,38.0,9.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,-1.0,0.0,0.0,3.0,2.0
17,18,1.0,1.0,0.0,0.0,2.0,2.408804099999543,20.0,9.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,-1.0,0.0,0.0,4.0,3.0
18,19,1.0,1.0,0.0,0.0,2.0,7.276445800000147,-65.5,6.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,-1.0,0.0,0.0,5.0,4.0
19,20,2.0,0.0,1.0,0.0,4.0,6.4498921000003975,24.5,13.0,0.14,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0
20,21,2.0,1.0,3.0,0.0,4.0,1.366814300000442,33.5,22.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0
21,22,2.0,3.0,0.0,0.0,4.0,1.666119599999547,-29.5,2.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,3.0,3.0,0.0,-1.0,0.0,3.0,0.0,7.0
22,23,2.0,0.0,2.0,0.0,4.0,2.182148099999722,65.0,0.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,0.0,-1.0,0.0,4.0,0.0,8.0
23,24,2.0,2.0,0.0,0.0,4.0,4.01710120000007,69.5,11.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,0.0,1.0,0.0,5.0,0.0,9.0
24,25,1.0,0.0,0.0,1.0,2.0,2.858961200000522,33.5,3.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,10.0
25,26,1.0,0.0,0.0,1.0,2.0,1.7998824999995122,15.5,13.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,11.0
26,27,1.0,1.0,0.0,0.0,2.0,1.3002924000002167,33.5,21.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,12.0
27,28,1.0,1.0,0.0,0.0,2.0,1.6236638000000312,-34.0,10.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,-1.0,1.0,0.0,0.0,4.0,13.0
28,29,1.0,0.0,0.0,1.0,2.0,2.973602400000346,29.0,2.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,14.0
29,30,1.0,1.0,0.0,0.0,2.0,1.4491313999997146,-20.5,16.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,1.0,1.0,0.0,0.0,6.0,15.0
30,31,1.0,0.0,0.0,1.0,2.0,3.6587046000004193,56.0,0.0,0.26,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,-1.0,1.0,0.0,0.0,7.0,16.0
31,32,1.0,0.0,0.0,1.0,2.0,1.3678669999999329,87.5,22.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,1.0,1.0,0.0,0.0,8.0,17.0
32,33,1.0,1.0,0.0,0.0,2.0,4.383352900000318,56.0,14.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,0.0,1.0,0.0,0.0,9.0,18.0
33,34,1.0,0.0,0.0,1.0,2.0,0.8059296999999788,-70.0,14.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,-1.0,1.0,0.0,0.0,10.0,19.0
34,35,1.0,0.0,0.0,1.0,2.0,0.7005565999997998,-79.0,17.0,0.18,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,1.0,1.0,0.0,0.0,11.0,20.0
35,36,1.0,0.0,1.0,0.0,2.0,0.7009754999999132,-61.0,16.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,0.0,1.0,0.0,0.0,12.0,21.0
36,37,1.0,0.0,0.0,1.0,2.0,0.9575175999998464,60.5,21.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,-1.0,1.0,0.0,0.0,13.0,22.0
37,38,1.0,1.0,1.0,1.0,2.0,1.6172432000003027,56.0,7.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,1.0,1.0,0.0,0.0,14.0,23.0
38,39,1.0,0.0,0.0,1.0,2.0,0.9173229999996692,78.5,3.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,0.0,1.0,0.0,0.0,15.0,24.0
39,40,1.0,1.0,1.0,1.0,2.0,1.3008255000004283,65.0,12.0,0.38,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,0.0,1.0,0.0,0.0,16.0,25.0
40,41,1.0,1.0,0.0,0.0,2.0,1.617181999999957,42.5,0.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,0.0,1.0,0.0,0.0,17.0,26.0
41,42,1.0,1.0,0.0,0.0,2.0,2.7075527999995757,-25.0,10.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,-1.0,1.0,0.0,0.0,18.0,27.0
42,43,1.0,1.0,1.0,1.0,2.0,3.4419433000002755,2.0,15.0,0.38,size,color,orientation,0.38,20.0,10,female,1,0.0,2.0,3.0,0.0,1.0,0.0,0.0,19.0,28.0
43,44,1.0,0.0,1.0,0.0,2.0,2.119189899999583,-29.5,5.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,3.0,1.0,1.0,0.0,0.0,20.0,29.0
44,45,2.0,1.0,0.0,0.0,4.0,3.782647199999701,-56.5,8.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,30.0
45,46,2.0,1.0,0.0,0.0,4.0,4.7992577999993955,65.0,2.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,31.0
46,47,3.0,5.0,1.0,0.0,8.0,6.582261500000641,56.0,6.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0
47,48,1.0,0.0,1.0,0.0,2.0,2.240754200000083,69.5,13.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0
48,49,1.0,1.0,1.0,1.0,2.0,1.490875600000436,20.0,3.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,2.0
49,50,1.0,1.0,0.0,0.0,2.0,2.8173879999994824,47.0,5.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,1.0,1.0,0.0,0.0,4.0,3.0
50,51,1.0,0.0,0.0,1.0,2.0,2.541613399999733,-16.0,7.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,4.0,-1.0,1.0,0.0,0.0,5.0,4.0
51,52,1.0,1.0,1.0,1.0,2.0,3.033701600000313,-83.5,13.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,5.0
52,53,1.0,1.0,1.0,1.0,2.0,1.600811799999974,47.0,17.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,4.0,0.0,1.0,0.0,0.0,7.0,6.0
53,54,1.0,0.0,0.0,1.0,2.0,1.167338899999777,-29.5,9.0,0.26,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,4.0,0.0,1.0,0.0,0.0,8.0,7.0
54,55,1.0,1.0,0.0,0.0,2.0,1.6502661999993506,74.0,22.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,9.0,8.0
55,56,1.0,0.0,0.0,1.0,2.0,40.40844310000011,51.5,7.0,0.18,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,4.0,-1.0,1.0,0.0,0.0,10.0,9.0
56,57,1.0,1.0,0.0,0.0,2.0,2.4170255000008183,29.0,24.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,1.0,1.0,0.0,0.0,11.0,10.0
57,58,1.0,0.0,1.0,0.0,2.0,2.6418659999999363,33.5,5.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,-1.0,1.0,0.0,0.0,12.0,11.0
58,59,1.0,0.0,1.0,0.0,2.0,5.074774000000616,-65.5,10.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,13.0,12.0
59,60,2.0,1.0,1.0,1.0,4.0,0.8995831000001999,-16.0,13.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,13.0
60,61,2.0,2.0,0.0,0.0,4.0,1.5664463000002795,83.0,5.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,14.0
61,62,2.0,0.0,1.0,0.0,4.0,2.199425899999369,33.5,22.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,0.0,-2.0,0.0,3.0,0.0,15.0
62,63,2.0,2.0,3.0,0.0,4.0,1.3330143000002863,60.5,22.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,16.0
63,64,3.0,6.0,7.0,0.0,8.0,7.532581100000243,42.5,18.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0
64,65,3.0,6.0,3.0,0.0,8.0,3.7154952000000776,20.0,13.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,1.0,3.0,6.0,2.0,0.0
65,66,1.0,0.0,0.0,1.0,2.0,1.5073981000005006,-2.5,19.0,0.26,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0
66,67,1.0,0.0,0.0,1.0,2.0,1.502115700000104,-79.0,5.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,3.0,1.0,1.0,3.0,0.0,4.0,2.0
67,68,1.0,1.0,1.0,1.0,2.0,1.8507408000004943,-65.5,17.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,3.0,0.0,1.0,3.0,0.0,5.0,3.0
68,69,1.0,1.0,0.0,0.0,2.0,0.9833819000004952,-52.0,4.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,1.0,3.0,0.0,1.0,3.0,0.0,6.0,4.0
69,70,1.0,0.0,0.0,1.0,2.0,1.175268299999516,-11.5,6.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,3.0,-1.0,1.0,3.0,0.0,7.0,5.0
70,71,1.0,0.0,0.0,1.0,2.0,2.1507297000007384,42.5,14.0,0.18,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,3.0,1.0,1.0,3.0,0.0,8.0,6.0
71,72,1.0,1.0,1.0,1.0,2.0,1.5343786999992517,47.0,11.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,3.0,0.0,1.0,3.0,0.0,9.0,7.0
72,73,1.0,0.0,0.0,1.0,2.0,1.5996355000006588,78.5,5.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,1.0,3.0,0.0,1.0,3.0,0.0,10.0,8.0
