Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
170,2,1,2,0,4,0.9847887999994782,-52.0,18,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
171,2,3,3,1,4,1.682317900000271,20.0,14,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
172,2,0,0,1,4,1.1830795999994734,-16.0,1,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
173,2,1,3,0,4,2.1008624999994936,-2.5,13,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
174,2,2,3,0,4,2.416685099999995,65.0,21,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
175,2,1,0,0,4,1.2823049000007813,-25.0,12,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
176,2,3,1,0,4,1.1161895000004733,29.0,1,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
177,2,1,1,1,4,1.1326861999996254,-2.5,9,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
178,2,2,2,1,4,1.017030099999829,-61.0,17,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
179,2,0,2,0,4,3.184084299999995,-20.5,24,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
180,2,1,1,1,4,0.8489935000006881,74.0,2,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
181,2,2,1,0,4,0.3158909000003405,42.5,12,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
182,2,1,1,1,4,1.3824225999996997,69.5,6,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
183,2,2,1,0,4,4.849792299999535,47.0,1,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
184,2,1,3,0,4,0.7162219000001642,60.5,17,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
185,2,1,3,0,4,1.4662061999997604,42.5,24,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
186,2,3,2,0,4,3.0496437000001606,-11.5,17,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
187,2,0,0,1,4,4.39982770000006,-43.0,12,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
188,2,1,0,0,4,8.01770680000027,-25.0,11,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
189,2,2,3,0,4,1.7326656999994157,2.0,18,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
190,2,0,1,0,4,3.499801799999659,87.5,10,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
191,2,3,1,0,4,2.000145999999404,2.0,10,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
192,2,0,1,0,4,0.8818302999998195,51.5,5,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
193,2,1,0,0,4,1.6324009999998452,-52.0,8,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
194,2,0,3,0,4,0.8158519999997225,24.5,23,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
195,2,1,3,0,4,2.2668882000007216,56.0,14,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
196,2,1,0,0,4,0.6495490999996036,-29.5,0,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
