Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
81,2,2,2,1,4,0.933452299999999,33.5,3,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
82,2,0,1,0,4,2.1336367999999766,-7.0,16,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
83,2,2,3,0,4,1.9671127999999953,83.0,17,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
84,2,2,3,0,4,0.9657059000001027,65.0,21,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
85,2,2,3,0,4,0.9996252000000823,60.5,15,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
86,2,3,3,1,4,0.933110299999953,74.0,13,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
87,2,2,3,0,4,1.0009523000001082,42.5,15,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
88,2,2,3,0,4,1.3657217999998466,87.5,22,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
89,2,2,3,0,4,3.7653331999999864,47.0,23,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
90,2,1,1,1,4,1.9170203000001038,-7.0,13,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
91,2,2,2,1,4,2.751009500000009,29.0,3,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
92,2,1,0,0,4,1.4342668000001595,-16.0,10,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
93,2,1,1,1,4,13.217143000000078,-52.0,18,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
94,2,1,1,1,4,1.867057100000011,-74.5,16,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
95,2,2,2,1,4,4.284022499999992,51.5,7,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
96,2,2,3,0,4,1.2669843999999557,74.0,17,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
97,2,0,1,0,4,1.916693099999975,-29.5,21,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
98,2,1,1,1,4,1.3832275000002028,-29.5,22,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
99,2,3,3,1,4,3.783537000000024,20.0,23,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
100,2,2,3,0,4,2.8840339000000768,51.5,17,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
101,2,0,0,1,4,0.8844389999999294,-16.0,10,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
102,2,2,2,1,4,1.633404100000007,20.0,5,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
103,2,2,2,1,4,1.1174168000000009,15.5,7,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
104,2,2,2,1,4,1.2337161000000378,65.0,2,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
105,2,0,1,0,4,1.0837613000001056,-47.5,22,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
106,2,3,3,1,4,1.527111800000057,33.5,22,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
107,2,2,3,0,4,1.2676097999999456,78.5,22,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
108,2,3,2,0,4,0.7833865999998579,47.0,4,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
109,2,0,0,1,4,1.1334179999998923,-29.5,3,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
110,2,0,1,0,4,1.634131600000046,-20.5,17,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
111,2,1,1,1,4,0.9945186999998441,-79.0,18,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
112,2,2,2,1,4,1.8504533000000265,83.0,2,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
113,2,2,2,1,4,1.2340867000000344,24.5,6,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
114,2,1,1,1,4,1.2165450999998484,-65.5,16,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
115,2,1,1,1,4,1.2502870000000712,-34.0,15,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
116,2,3,3,1,4,2.2001580000001013,24.5,20,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
117,2,2,2,1,4,1.7835939999999937,24.5,9,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
118,2,1,0,0,4,2.1499386000000413,-29.5,9,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
119,2,1,0,0,4,1.0337211999999454,-7.0,3,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
120,2,2,3,0,4,1.4650292000001173,42.5,16,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
121,2,3,3,1,4,1.5507340000001477,20.0,22,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
122,2,1,0,0,4,1.1674457999999959,-16.0,9,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
123,2,2,2,1,4,1.0498431000000892,42.5,11,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
124,2,1,1,1,4,1.0838054000000739,-74.5,16,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
125,2,1,2,0,4,1.1335931000000983,-2.5,6,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
126,2,1,1,1,4,1.2835495999997875,-38.5,15,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
127,2,1,1,1,4,1.001135100000056,-65.5,16,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
128,2,2,2,1,4,1.2998380999999881,65.0,2,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
129,2,1,0,0,4,1.1163530999999693,-43.0,2,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
130,2,0,0,1,4,1.348876799999971,-20.5,10,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
131,2,2,3,0,4,2.701173400000016,65.0,17,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
132,2,0,0,1,4,2.716335000000072,-7.0,8,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
133,2,2,2,1,4,2.4174101999999493,20.0,5,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
134,2,2,2,1,4,3.1510136000001694,65.0,11,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
135,2,1,0,0,4,2.0499609000000873,-47.5,12,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
136,2,2,2,1,4,1.0496835000001283,56.0,7,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
137,2,1,2,0,4,1.599342100000058,-2.5,8,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
138,2,2,2,1,4,1.9833238000001074,69.5,0,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
139,2,2,2,1,4,1.3343317999999726,60.5,2,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
140,2,1,1,1,4,3.0670820000000276,-88.0,19,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
141,2,2,2,1,4,3.9993050000000494,33.5,0,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
142,2,1,0,0,4,2.483789599999909,-25.0,12,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
143,2,1,0,0,4,0.8168318999998974,-61.0,12,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
144,2,1,0,0,4,2.7332066999999824,-29.5,3,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
145,2,3,2,0,4,3.93326809999985,20.0,12,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
146,2,2,2,1,4,0.8160229999998592,78.5,7,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
147,2,1,0,0,4,0.95030799999995,-56.5,11,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
148,2,2,2,1,4,1.5985140999998748,20.0,7,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
